NVC2.1_camp_name,year,loc_cow,targ_cow,NVC2.1_prim_meth,NVC2.1_total_part,NVC2.1_camp_structure,NVC2.1_sec_defect,NVC2.1_state_defect,NVC2.1_success,NVC2.1_camp_duration,NVC2.1_camp_goals,NVC2.1_progress
Malayan Emergency,1958,820,200,0,1700,0,0,0,0,13,5,0
Malayan Emergency,1959,820,200,0,800,0,0,0,0,13,5,0
Malayan Emergency,1960,820,200,0,350,0,0,0,0,13,5,5
Mali Anti-Military,1990,432,432,1,1500,0,1,1,0,3,0,2
Mali Anti-Military,1991,432,432,1,100000,0,1,1,0,3,0,3
Mali Anti-Military,1992,432,432,1,-99,0,0,0,1,3,0,4
Leftist rebels (URNG),1961,90,90,0,50,1,1,0,0,36,2,0
Leftist rebels (URNG),1962,90,90,0,100,1,1,0,0,36,0,0
Leftist rebels (URNG),1963,90,90,1,-99,1,1,0,0,36,0,0
Leftist rebels (URNG),1964,90,90,1,300,1,0,0,0,36,0,0
Leftist rebels (URNG),1965,90,90,0,400,1,0,0,0,36,0,2
Leftist rebels (URNG),1966,90,90,0,325,1,0,0,0,36,0,1
Leftist rebels (URNG),1967,90,90,0,300,1,0,0,0,36,0,0
Leftist rebels (URNG),1968,90,90,0,40,1,0,0,0,36,0,0
Leftist rebels (URNG),1969,90,90,0,-99,1,0,0,0,36,0,0
Leftist rebels (URNG),1970,90,90,0,-99,1,0,0,0,36,0,1
Leftist rebels (URNG),1971,90,90,0,200,1,0,0,0,36,0,0
Leftist rebels (URNG),1972,90,90,0,-99,1,1,0,0,36,0,0
Leftist rebels (URNG),1973,90,90,0,-99,1,0,0,0,36,0,0
Leftist rebels (URNG),1974,90,90,0,-99,1,0,0,0,36,0,0
Leftist rebels (URNG),1975,90,90,0,-99,1,0,0,0,36,0,0
Leftist rebels (URNG),1976,90,90,0,-99,1,0,0,0,36,0,1
Leftist rebels (URNG),1977,90,90,0,300,1,0,0,0,36,0,0
Leftist rebels (URNG),1978,90,90,0,-99,1,0,0,0,36,0,0
Leftist rebels (URNG),1979,90,90,0,100,1,0,0,0,36,0,0
Leftist rebels (URNG),1980,90,90,0,7000,1,0,0,0,36,0,0
Leftist rebels (URNG),1981,90,90,0,4000,1,0,0,0,36,0,0
Leftist rebels (URNG),1982,90,90,0,6000,1,0,0,0,36,0,0
Leftist rebels (URNG),1983,90,90,0,4000,1,0,0,0,36,0,0
Leftist rebels (URNG),1984,90,90,0,2500,1,0,0,0,36,0,1
Leftist rebels (URNG),1985,90,90,0,2000,1,0,0,0,36,0,1
Leftist rebels (URNG),1986,90,90,0,2000,1,0,0,0,36,0,1
Leftist rebels (URNG),1987,90,90,0,2000,1,0,0,0,36,0,1
Leftist rebels (URNG),1988,90,90,0,2000,1,0,0,0,36,0,1
Leftist rebels (URNG),1989,90,90,0,2000,1,1,0,0,36,0,0
Leftist rebels (URNG),1990,90,90,0,1500,1,0,0,0,36,0,1
Leftist rebels (URNG),1991,90,90,0,2000,1,0,0,0,36,0,1
Leftist rebels (URNG),1992,90,90,0,1500,1,0,0,0,36,0,0
Leftist rebels (URNG),1993,90,90,0,1000,1,0,0,0,36,0,1
Leftist rebels (URNG),1994,90,90,0,1100,1,1,1,0,36,0,0
Leftist rebels (URNG),1995,90,90,0,1100,1,0,0,0,36,0,1
Leftist rebels (URNG),1996,90,90,0,1700,1,0,0,0,36,0,5
Mau Mau Rebellion,1952,501,200,0,120000,0,0,0,0,5,5,0
Mau Mau Rebellion,1953,501,200,0,120000,0,0,0,0,5,5,0
Mau Mau Rebellion,1954,501,200,0,120000,0,0,0,0,5,5,0
Mau Mau Rebellion,1955,501,200,0,120000,0,0,0,0,5,5,0
Mau Mau Rebellion,1956,501,200,0,120000,0,0,0,0,5,5,5
Mizo Revolt,1966,750,750,0,10000,1,-99,-99,0,21,3,0
Mizo Revolt,1967,750,750,0,2500,1,-99,-99,0,21,3,0
Mizo Revolt,1968,750,750,0,4000,1,-99,-99,0,21,3,0
Mizo Revolt,1969,750,750,0,5000,1,-99,-99,0,21,3,0
Mizo Revolt,1970,750,750,0,1500,1,-99,-99,0,21,3,0
Mizo Revolt,1971,750,750,0,1500,1,-99,-99,0,21,3,0
Mizo Revolt,1972,750,750,0,2000,1,-99,-99,0,21,3,2
Mizo Revolt,1973,750,750,0,2000,1,-99,-99,0,21,3,0
Mizo Revolt,1974,750,750,0,2000,1,-99,-99,0,21,3,0
Mizo Revolt,1975,750,750,0,1500,1,-99,-99,0,21,3,0
Mizo Revolt,1976,750,750,0,600,1,-99,-99,0,21,3,0
Mizo Revolt,1977,750,750,0,1000,1,-99,-99,0,21,3,0
Mizo Revolt,1978,750,750,0,1000,1,-99,-99,0,21,3,0
Mizo Revolt,1979,750,750,0,800,1,-99,-99,0,21,3,0
Mizo Revolt,1980,750,750,0,500,1,-99,-99,0,21,3,0
Mizo Revolt,1981,750,750,0,500,1,-99,-99,0,21,3,0
Mizo Revolt,1982,750,750,0,650,1,-99,-99,0,21,3,0
Mizo Revolt,1983,750,750,0,500,1,-99,-99,0,21,3,0
Mizo Revolt,1984,750,750,0,400,1,-99,-99,0,21,3,0
Mizo Revolt,1985,750,750,0,400,1,-99,-99,0,21,3,0
Mizo Revolt,1986,750,750,0,600,1,-99,-99,0,21,4,5
Mohajir,1994,770,770,0,70000,1,0,0,0,2,2,0
Mohajir,1995,770,770,0,70000,1,-99,-99,0,2,2,5
Moluccans,1950,850,850,0,5000,1,0,0,0,1,3,5
Mongolian Anti-communist,1989,712,712,1,2000,0,0,0,0,2,2,1
Mongolian Anti-communist,1990,712,712,1,40000,1,0,0,1,2,2,4
Moro National Liberation Front,1970,840,840,0,-99,0,-99,-99,0,44,3,0
Moro National Liberation Front,1971,840,840,0,2100,0,-99,-99,0,44,3,0
Moro National Liberation Front,1972,840,840,0,500,0,-99,-99,0,44,3,2
Moro National Liberation Front,1973,840,840,0,15000,0,-99,-99,0,44,3,3
Moro National Liberation Front,1974,840,840,0,16000,0,-99,-99,0,44,3,3
Moro National Liberation Front,1975,840,840,0,30000,0,-99,-99,0,44,4,3
Moro National Liberation Front,1976,840,840,0,30000,0,-99,-99,0,44,4,3
Moro National Liberation Front,1977,840,840,0,30000,0,-99,-99,0,44,4,3
Moro National Liberation Front,1978,840,840,0,30000,1,-99,-99,0,44,4,3
Moro National Liberation Front,1979,840,840,0,30000,1,-99,-99,0,44,4,3
Moro National Liberation Front,1980,840,840,0,50000,1,-99,-99,0,44,4,5
Moro National Liberation Front,1981,840,840,0,14500,1,0,0,0,44,4,0
Moro National Liberation Front,1982,840,840,0,14500,1,0,0,0,44,4,0
Moro National Liberation Front,1983,840,840,0,14500,1,0,0,0,44,4,0
Moro National Liberation Front,1984,840,840,0,14500,1,0,0,0,44,4,0
Moro National Liberation Front,1985,840,840,0,15000,1,0,0,0,44,4,0
Moro National Liberation Front,1986,840,840,0,15000,1,0,0,0,44,4,0
Moro National Liberation Front,1987,840,840,0,15000,1,0,0,0,44,4,0
Moro National Liberation Front,1988,840,840,0,15000,1,0,0,0,44,4,3
Moro National Liberation Front,1989,840,840,0,50000,1,0,0,0,44,4,0
Moro National Liberation Front,1990,840,840,0,18000,1,0,0,0,44,4,0
Moro National Liberation Front,1991,840,840,0,14000,1,0,0,0,44,4,0
Moro National Liberation Front,1992,840,840,0,14000,1,0,0,0,44,4,0
Moro National Liberation Front,1993,840,840,0,14000,1,0,0,0,44,4,0
Moro National Liberation Front,1994,840,840,0,36500,1,0,0,0,44,4,2
Moro National Liberation Front,1995,840,840,0,40000,1,0,0,0,44,4,0
Moro National Liberation Front,1996,840,840,0,47000,1,0,0,0,44,4,3
Moro National Liberation Front,1997,840,840,0,13000,1,0,0,0,44,4,0
Moro National Liberation Front,1998,840,840,0,12000,1,0,0,0,44,4,0
Moro National Liberation Front,1999,840,840,0,15690,1,0,0,0,44,4,0
Moro National Liberation Front,2000,840,840,0,13500,1,0,0,0,44,4,0
Moro National Liberation Front,2001,840,840,0,12000,1,0,0,0,44,4,2
Moro National Liberation Front,2002,840,840,0,12500,1,0,0,0,44,4,2
Moro National Liberation Front,2003,840,840,0,12300,1,0,0,0,44,4,0
Moro National Liberation Front,2004,840,840,0,11500,1,0,0,0,44,4,0
Moro National Liberation Front,2005,840,840,0,11500,1,0,0,0,44,4,0
Moro National Liberation Front,2006,840,840,0,11250,1,0,0,0,44,4,0
Moro National Liberation Front,2007,840,840,0,12000,1,0,0,0,44,4,0
Moro National Liberation Front,2008,840,840,0,12000,1,0,0,0,44,4,2
Moro National Liberation Front,2009,840,840,0,12000,1,0,0,0,44,4,0
Moro National Liberation Front,2010,840,840,0,11500,1,0,0,0,44,4,0
Moro National Liberation Front,2011,840,840,0,12300,1,0,0,0,44,4,2
Moro National Liberation Front,2012,840,840,0,12300,1,0,0,0,44,4,3
Moro National Liberation Front,2013,840,840,0,12801,1,0,0,0,44,4,3
Moroccan Independence War,1953,600,220,0,6000,1,-99,-99,0,4,5,0
Moroccan Independence War,1954,600,220,0,6000,1,0,0,0,4,5,0
Moroccan Independence War,1955,600,220,0,6000,1,-99,-99,0,4,5,3
Moroccan Independence War,1956,600,220,1,12000,1,0,0,1,4,5,4
Muslim Brotherhood,1980,652,652,0,30000,0,0,0,0,3,0,0
Muslim Brotherhood,1981,652,652,0,-99,1,0,0,0,3,0,0
Muslim Brotherhood,1982,652,652,0,5000,1,1,0,0,3,0,5
NFDLM secessionists,1964,501,501,0,-99,1,1,1,0,4,3,0
NFDLM secessionists,1965,501,501,0,-99,1,1,0,0,4,3,0
NFDLM secessionists,1966,501,501,0,-99,1,0,0,0,4,3,0
NFDLM secessionists,1967,501,501,0,-99,1,0,0,0,4,3,5
NPFL & ULIMO,1992,450,450,0,35000,1,-99,-99,0,4,0,1
NPFL & ULIMO,1993,450,450,0,25000,1,0,0,0,4,0,0
NPFL & ULIMO,1994,450,450,0,30000,1,0,0,0,4,0,0
NPFL & ULIMO,1995,450,450,0,25500,1,0,0,0,4,0,5
Naga Rebellion,1951,750,750,1,7000,1,0,0,0,63,3,0
Naga Rebellion,1952,750,750,1,6000,1,0,0,0,63,3,0
Naga Rebellion,1953,750,750,0,5000,1,0,0,0,63,3,0
Naga Rebellion,1954,750,750,0,5000,1,0,0,0,63,3,0
Naga Rebellion,1955,750,750,0,15000,1,0,-99,0,63,3,0
Naga Rebellion,1956,750,750,0,15000,1,0,-99,0,63,3,0
Naga Rebellion,1957,750,750,0,10001,1,0,-99,0,63,3,0
Naga Rebellion,1958,750,750,0,10001,1,0,-99,0,63,3,0
Naga Rebellion,1959,750,750,0,2001,1,0,-99,0,63,3,1
Naga Rebellion,1960,750,750,0,2001,1,0,-99,0,63,3,2
Naga Rebellion,1961,750,750,0,2001,1,0,0,0,63,3,0
Naga Rebellion,1962,750,750,0,2001,1,0,-99,0,63,3,2
Naga Rebellion,1963,750,750,0,2001,1,0,-99,0,63,3,3
Naga Rebellion,1964,750,750,0,2001,1,0,0,0,63,3,1
Naga Rebellion,1965,750,750,0,2001,1,0,0,0,63,3,0
Naga Rebellion,1966,750,750,0,2001,1,0,0,0,63,3,0
Naga Rebellion,1967,750,750,0,2001,1,0,0,0,63,3,0
Naga Rebellion,1968,750,750,0,2001,1,0,0,0,63,3,0
Naga Rebellion,1969,750,750,0,2001,1,0,0,0,63,3,0
Naga Rebellion,1970,750,750,0,2001,1,0,0,0,63,3,0
Naga Rebellion,1971,750,750,0,2001,1,0,0,0,63,3,0
Naga Rebellion,1972,750,750,0,2001,1,0,0,0,63,3,0
Naga Rebellion,1973,750,750,0,2001,1,0,0,0,63,3,0
Naga Rebellion,1974,750,750,0,500,1,0,0,0,63,3,0
Naga Rebellion,1975,750,750,0,500,1,0,0,0,63,3,3
Naga Rebellion,1976,750,750,0,500,1,0,0,0,63,3,0
Naga Rebellion,1977,750,750,0,600,1,0,0,0,63,3,0
Naga Rebellion,1978,750,750,0,500,1,0,0,0,63,3,0
Naga Rebellion,1979,750,750,0,400,1,0,0,0,63,3,0
Naga Rebellion,1980,750,750,0,3000,1,0,0,0,63,3,0
Naga Rebellion,1981,750,750,0,3000,1,0,0,0,63,3,0
Naga Rebellion,1982,750,750,0,3000,1,0,0,0,63,3,0
Naga Rebellion,1983,750,750,0,3000,1,0,0,0,63,3,0
Naga Rebellion,1984,750,750,0,3000,1,0,0,0,63,3,0
Naga Rebellion,1985,750,750,0,3000,1,0,0,0,63,3,0
Naga Rebellion,1986,750,750,0,3000,1,0,0,0,63,3,0
Naga Rebellion,1987,750,750,0,3000,1,0,0,0,63,3,0
Naga Rebellion,1988,750,750,0,2000,1,0,0,0,63,3,0
Naga Rebellion,1989,750,750,0,2000,1,0,0,0,63,3,0
Naga Rebellion,1990,750,750,0,2000,1,0,0,0,63,3,0
Naga Rebellion,1991,750,750,0,2000,1,0,0,0,63,3,0
Naga Rebellion,1992,750,750,0,1500,1,0,0,0,63,3,0
Naga Rebellion,1993,750,750,0,1500,1,0,0,0,63,3,0
Naga Rebellion,1994,750,750,0,4500,1,0,0,0,63,3,0
Naga Rebellion,1995,750,750,0,4500,1,0,0,0,63,3,0
Naga Rebellion,1996,750,750,0,4500,1,0,0,0,63,3,0
Naga Rebellion,1997,750,750,0,4500,1,0,0,0,63,3,1
Naga Rebellion,1998,750,750,0,4500,1,0,0,0,63,3,0
Naga Rebellion,1999,750,750,0,4500,1,0,0,0,63,3,0
Naga Rebellion,2000,750,750,0,4500,1,0,0,0,63,3,0
Naga Rebellion,2001,750,750,0,4500,1,0,0,0,63,3,1
Naga Rebellion,2002,750,750,0,4500,1,0,0,0,63,3,0
Naga Rebellion,2003,750,750,0,4500,1,0,0,0,63,3,0
Naga Rebellion,2004,750,750,0,4500,1,0,0,0,63,3,0
Naga Rebellion,2005,750,750,0,4500,1,1,0,0,63,3,0
Naga Rebellion,2006,750,750,0,4500,1,0,0,0,63,3,0
Naga Rebellion,2007,750,750,0,4500,1,0,0,0,63,3,0
Naga Rebellion,2008,750,750,0,4500,1,0,0,0,63,3,0
Naga Rebellion,2009,750,750,0,4500,1,0,0,0,63,3,0
Naga Rebellion,2010,750,750,0,4500,1,0,0,0,63,3,0
Naga Rebellion,2011,750,750,0,4500,1,0,0,0,63,3,0
Naga Rebellion,2012,750,750,0,4500,1,0,0,0,63,3,1
Naga Rebellion,2013,750,750,0,4500,1,0,0,0,63,3,0
National Resistance Army,1981,500,500,0,900,1,-99,-99,0,6,0,0
National Resistance Army,1982,500,500,0,4000,1,-99,-99,0,6,0,0
National Resistance Army,1983,500,500,0,8000,1,-99,-99,0,6,0,0
National Resistance Army,1984,500,500,0,9000,1,0,0,0,6,0,0
National Resistance Army,1985,500,500,0,20000,1,-99,-99,0,6,0,1
National Resistance Army,1986,500,500,0,20000,1,1,1,1,6,0,4
National Union Party,1948,94,94,0,600,1,0,0,1,1,0,4
National Patriotic Forces,1996,450,450,0,30000,1,0,0,0,1,0,5
Naxalite rebellion,1967,750,750,0,3000,1,0,0,0,5,0,1
Naxalite rebellion,1968,750,750,0,850,1,0,0,0,5,0,1
Naxalite rebellion,1969,750,750,0,1000,1,0,0,0,5,0,0
Naxalite rebellion,1970,750,750,0,3001,1,0,0,0,5,0,0
Naxalite rebellion,1971,750,750,0,1001,1,0,0,0,5,0,5
Nepalese Anti-government,2006,790,790,1,1400000,0,1,1,1,1,0,4
New People's Army,1972,840,840,0,1200,1,1,0,0,42,0,0
New People's Army,1973,840,840,0,2266,1,0,0,0,42,0,0
New People's Army,1974,840,840,0,2000,1,0,0,0,42,0,0
New People's Army,1975,840,840,0,2000,1,0,0,0,42,0,0
New People's Army,1976,840,840,0,2000,1,0,0,0,42,0,0
New People's Army,1977,840,840,0,3000,1,0,0,0,42,0,0
New People's Army,1978,840,840,0,3000,1,1,0,0,42,0,0
New People's Army,1979,840,840,0,3000,1,0,0,0,42,0,0
New People's Army,1980,840,840,0,3000,1,0,1,0,42,0,0
New People's Army,1981,840,840,0,7000,1,0,0,0,42,0,0
New People's Army,1982,840,840,0,7000,1,0,0,0,42,0,0
New People's Army,1983,840,840,0,9000,1,0,0,0,42,0,0
New People's Army,1984,840,840,0,10000,1,0,0,0,42,0,0
New People's Army,1985,840,840,0,20000,1,0,0,0,42,0,1
New People's Army,1986,840,840,0,22500,1,1,0,0,42,0,2
New People's Army,1987,840,840,0,25200,1,0,0,0,42,0,0
New People's Army,1988,840,840,0,23060,1,0,0,0,42,0,0
New People's Army,1989,840,840,0,23060,1,0,0,0,42,0,0
New People's Army,1990,840,840,0,19000,1,0,0,0,42,0,0
New People's Army,1991,840,840,0,17910,1,0,0,0,42,0,1
New People's Army,1992,840,840,0,15000,1,0,0,0,42,0,0
New People's Army,1993,840,840,0,13000,1,0,0,0,42,0,0
New People's Army,1994,840,840,0,8400,1,0,0,0,42,0,0
New People's Army,1995,840,840,0,7000,1,1,0,0,42,0,0
New People's Army,1996,840,840,0,6320,1,0,0,0,42,0,0
New People's Army,1997,840,840,0,7119,1,0,0,0,42,0,0
New People's Army,1998,840,840,0,6800,1,0,0,0,42,0,1
New People's Army,1999,840,840,0,9500,1,0,0,0,42,0,0
New People's Army,2000,840,840,0,10600,1,0,0,0,42,0,0
New People's Army,2001,840,840,0,13000,1,0,0,0,42,0,0
New People's Army,2002,840,840,0,11930,1,0,0,0,42,0,0
New People's Army,2003,840,840,0,11000,1,0,1,0,42,0,0
New People's Army,2004,840,840,0,11000,1,0,0,0,42,0,0
New People's Army,2005,840,840,0,12000,1,0,0,0,42,0,0
New People's Army,2006,840,840,0,11500,1,0,0,0,42,0,0
New People's Army,2007,840,840,0,6000,1,0,0,0,42,0,0
New People's Army,2008,840,840,0,6000,1,0,0,0,42,0,0
New People's Army,2009,840,840,0,5500,1,0,0,0,42,0,0
New People's Army,2010,840,840,0,4111,1,0,0,0,42,0,0
New People's Army,2011,840,840,0,4100,1,0,0,0,42,0,0
New People's Army,2012,840,840,0,4000,1,0,0,0,42,0,0
New People's Army,2013,840,840,0,4000,1,0,0,0,42,0,0
Niger Anti-Military,1991,436,436,1,20000,0,0,0,0,2,2,3
Niger Anti-Military,1992,436,436,1,20000,0,1,0,1,2,2,4
Nigeria Anti-Military,1993,475,475,1,1000001,0,1,1,0,6,0,0
Nigeria Anti-Military,1994,475,475,1,3500000,0,1,1,0,6,0,3
Nigeria Anti-Military,1995,475,475,1,3000,0,1,1,0,6,0,3
Nigeria Anti-Military,1996,475,475,1,1001,0,1,1,0,6,0,0
Nigeria Anti-Military,1997,475,475,1,3000,0,1,1,0,6,0,0
Nigeria Anti-Military,1998,475,475,1,5000,0,1,0,1,6,0,4
Nigerian Independence Movement,1945,475,475,1,100000,0,0,0,0,6,5,3
Nigerian Independence Movement,1946,475,475,1,100000,0,0,0,0,6,5,0
Nigerian Independence Movement,1947,475,475,1,100000,0,0,0,0,6,5,2
Nigerian Independence Movement,1948,475,475,1,100000,0,0,0,0,6,5,3
Nigerian Independence Movement,1949,475,475,1,100000,0,0,0,0,6,5,0
Nigerian Independence Movement,1950,475,475,1,100000,0,0,0,0,6,5,5
Nigerian Muslim fundamentalists,1980,475,475,0,10000,1,0,0,0,5,3,0
Nigerian Muslim fundamentalists,1981,475,475,0,-99,0,0,0,0,5,3,0
Nigerian Muslim fundamentalists,1982,475,475,0,-99,0,0,0,0,5,3,0
Nigerian Muslim fundamentalists,1983,475,475,0,-99,0,0,0,0,5,3,0
Nigerian Muslim fundamentalists,1984,475,475,0,3000,0,0,0,0,5,3,5
National Liberation Front (Viet Cong),1958,817,817,0,4500,1,0,0,0,8,0,0
National Liberation Front (Viet Cong),1959,817,817,0,5000,1,0,0,0,8,0,0
National Liberation Front (Viet Cong),1960,817,817,0,7000,1,0,0,0,8,0,0
National Liberation Front (Viet Cong),1961,817,817,0,15000,1,0,0,0,8,0,0
National Liberation Front (Viet Cong),1962,817,817,0,300000,1,0,0,0,8,0,0
National Liberation Front (Viet Cong),1963,817,817,0,300000,1,1,0,0,8,0,0
National Liberation Front (Viet Cong),1964,817,817,0,115000,1,0,0,0,8,0,1
National Liberation Front (Viet Cong),1965,817,817,0,220000,1,0,0,0,8,0,5
Nyasaland African Congress,1958,553,553,1,13000,1,0,0,0,2,5,0
Nyasaland African Congress,1959,553,553,1,67000,1,0,0,0,2,5,5
Ogoni movement,1990,475,475,1,200000,1,0,0,0,6,4,0
Ogoni movement,1991,475,475,1,-99,1,0,0,0,6,4,0
Ogoni movement,1992,475,475,1,-99,1,0,0,0,6,4,0
Ogoni movement,1993,475,475,1,300001,0,0,0,0,6,4,3
Ogoni movement,1994,475,475,1,-99,0,0,0,0,6,4,0
Ogoni movement,1995,475,475,1,200000,0,0,0,0,6,4,5
Orange Revolution,2001,369,369,1,30000,0,1,0,0,4,0,0
Orange Revolution,2002,369,369,1,60000,0,0,0,0,4,0,1
Orange Revolution,2003,369,369,1,100000,0,0,0,0,4,0,0
Orange Revolution,2004,369,369,1,1000000,1,1,1,1,4,0,4
PAIGC,1963,404,235,0,4000,0,0,0,0,12,5,1
PAIGC,1964,404,235,0,4000,1,0,0,0,12,5,1
PAIGC,1965,404,235,0,5000,1,0,0,0,12,5,1
PAIGC,1966,404,235,0,5000,1,0,0,0,12,5,1
PAIGC,1967,404,235,0,6000,1,0,0,0,12,5,0
PAIGC,1968,404,235,0,-99,1,0,0,0,12,5,1
PAIGC,1969,404,235,0,11500,1,0,0,0,12,5,1
PAIGC,1970,404,235,0,10000,1,0,0,0,12,5,0
PAIGC,1971,404,235,0,10000,1,0,0,0,12,5,0
PAIGC,1972,404,235,0,10000,1,0,0,0,12,5,0
PAIGC,1973,404,235,0,7000,1,0,0,0,12,5,1
PAIGC,1974,404,235,0,10000,1,0,0,1,12,5,4
PF-ZAPU guerillas,1982,552,552,0,2000,1,0,0,0,6,0,0
PF-ZAPU guerillas,1983,552,552,0,5000,1,0,0,0,6,0,0
PF-ZAPU guerillas,1984,552,552,0,5000,1,0,0,0,6,0,0
PF-ZAPU guerillas,1985,552,552,0,-99,1,0,0,0,6,0,0
PF-ZAPU guerillas,1986,552,552,0,-99,1,0,0,0,6,0,0
PF-ZAPU guerillas,1987,552,552,0,-99,1,0,0,0,6,0,5
PMIC/New Forces,2002,437,437,0,3000,1,1,1,0,4,0,2
PMIC/New Forces,2003,437,437,0,10000,1,0,0,0,4,0,2
PMIC/New Forces,2004,437,437,0,25000,1,0,0,0,4,0,0
PMIC/New Forces,2005,437,437,0,7000,1,0,0,0,4,0,5
Pakistan Pro-Democracy Movement,1983,770,770,1,15000,1,0,1,0,1,0,5
Palestinian Liberation,1964,,666,0,300,0,0,0,0,50,5,0
Palestinian Liberation,1965,,666,0,750,0,0,0,0,50,5,0
Palestinian Liberation,1966,,666,0,2001,0,0,0,0,50,5,0
Palestinian Liberation,1967,,666,0,6000,0,0,0,0,50,5,0
Palestinian Liberation,1968,,666,0,15000,0,0,0,0,50,5,0
Palestinian Liberation,1969,,666,0,15000,0,0,0,0,50,5,0
Palestinian Liberation,1970,,666,0,15000,0,0,0,0,50,5,0
Palestinian Liberation,1971,,666,0,9000,0,0,0,0,50,5,0
Palestinian Liberation,1972,,666,0,-99,0,0,0,0,50,5,0
Palestinian Liberation,1973,,666,0,20000,0,0,0,0,50,5,0
Palestinian Liberation,1974,,666,0,31800,0,0,0,0,50,5,0
Palestinian Liberation,1975,,666,0,17000,0,0,0,0,50,5,0
Palestinian Liberation,1976,,666,0,18300,0,0,0,0,50,5,0
Palestinian Liberation,1977,,666,0,11500,0,0,0,0,50,5,0
Palestinian Liberation,1978,,666,0,12000,0,0,0,0,50,5,0
Palestinian Liberation,1979,,666,0,11000,0,0,0,0,50,5,0
Palestinian Liberation,1980,,666,0,11000,0,0,0,0,50,5,0
Palestinian Liberation,1981,,666,0,15000,0,0,0,0,50,5,0
Palestinian Liberation,1982,,666,0,15000,0,0,0,0,50,5,0
Palestinian Liberation,1983,,666,0,12000,0,0,0,0,50,5,0
Palestinian Liberation,1984,,666,0,25800,0,0,0,0,50,5,0
Palestinian Liberation,1985,,666,0,30000,0,0,0,0,50,5,0
Palestinian Liberation,1986,,666,0,8000,0,0,0,0,50,5,0
Palestinian Liberation,1987,,666,1,70000,0,0,0,0,50,5,0
Palestinian Liberation,1988,,666,1,50000,0,0,0,0,50,5,0
Palestinian Liberation,1989,,666,1,30000,0,0,0,0,50,5,0
Palestinian Liberation,1990,,666,1,5000,0,0,0,0,50,5,0
Palestinian Liberation,1991,,666,1,6000,0,0,0,0,50,5,1
Palestinian Liberation,1992,,666,1,4000,0,0,0,0,50,5,2
Palestinian Liberation,1993,,666,1,5000,0,0,0,0,50,5,2
Palestinian Liberation,1994,,666,0,20000,0,0,0,0,50,5,3
Palestinian Liberation,1995,,666,0,8600,0,0,0,0,50,5,0
Palestinian Liberation,1996,,666,0,24850,0,0,0,0,50,5,0
Palestinian Liberation,1997,,666,0,43000,0,0,0,0,50,5,1
Palestinian Liberation,1998,,666,0,1000000,0,0,0,0,50,5,2
Palestinian Liberation,1999,,666,0,37000,0,0,0,0,50,5,1
Palestinian Liberation,2000,,666,0,43000,0,0,0,0,50,5,0
Palestinian Liberation,2001,,666,0,35900,0,0,0,0,50,5,0
Palestinian Liberation,2002,,666,0,30000,0,0,0,0,50,5,0
Palestinian Liberation,2003,,666,0,15000,0,0,0,0,50,5,0
Palestinian Liberation,2004,,666,0,200000,0,0,0,0,50,5,0
Palestinian Liberation,2005,,666,0,40000,0,0,0,0,50,5,2
Palestinian Liberation,2006,,666,0,15000,0,0,0,0,50,5,0
Palestinian Liberation,2007,,666,0,70000,1,0,0,0,50,5,1
Palestinian Liberation,2008,,666,0,20000,1,0,0,0,50,5,1
Palestinian Liberation,2009,,666,0,20000,1,0,0,0,50,5,1
Palestinian Liberation,2010,,666,0,20000,1,0,0,0,50,5,1
Palestinian Liberation,2011,,666,0,20000,1,0,0,0,50,5,1
Palestinian Liberation,2012,,666,0,20000,1,0,0,0,50,5,1
Palestinian Liberation,2013,,666,1,7000,1,0,0,0,50,5,1
Palestinian activists,1970,663,663,0,35000,1,0,0,0,1,4,5
Paraguay leftist rebellion,1947,150,150,0,9000,0,1,-99,0,1,0,5
Second Pathet Lao,1959,812,812,0,9060,1,0,0,0,17,0,3
Second Pathet Lao,1960,812,812,0,12085,1,0,0,0,17,0,0
Second Pathet Lao,1961,812,812,0,12000,1,0,0,0,17,0,2
Second Pathet Lao,1962,812,812,0,20000,1,-99,-99,0,17,0,1
Second Pathet Lao,1963,812,812,0,20000,1,-99,-99,0,17,0,1
Second Pathet Lao,1964,812,812,0,30000,1,-99,-99,0,17,0,0
Second Pathet Lao,1965,812,812,0,18000,1,-99,-99,0,17,0,0
Second Pathet Lao,1966,812,812,0,25000,1,-99,-99,0,17,0,0
Second Pathet Lao,1967,812,812,0,30000,1,-99,-99,0,17,0,0
Second Pathet Lao,1968,812,812,0,51645,1,-99,-99,0,17,0,0
Second Pathet Lao,1969,812,812,0,30000,1,-99,-99,0,17,0,0
Second Pathet Lao,1970,812,812,0,38000,1,-99,-99,0,17,0,0
Second Pathet Lao,1971,812,812,0,39000,1,-99,-99,0,17,0,0
Second Pathet Lao,1972,812,812,0,35000,1,-99,-99,0,17,0,1
Second Pathet Lao,1973,812,812,0,45000,1,-99,-99,0,17,0,3
Second Pathet Lao,1974,812,812,0,-99,1,0,0,0,17,0,3
Second Pathet Lao,1975,812,812,0,300000,1,-99,-99,1,17,0,4
Patriotic Front,1994,517,517,0,14000,1,0,0,1,1,0,4
People Power,1983,840,840,1,2000000,0,0,0,0,4,2,0
People Power,1984,840,840,1,530000,0,1,1,0,4,2,0
People Power,1985,840,840,1,100000,0,1,1,0,4,0,3
People Power,1986,840,840,1,1500000,0,1,1,1,4,0,4
